k,consistency_thresh,method_thresh,prune,max_time_offset,measurement_variance,success_rate,theta_error,std
4,3500,0.95,False,0,1000.0,True,0.2854796281467244,31.622776601683793
4,3500,0.95,False,0,1000.0,True,1.842760196144184,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.0361957155328696,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.2046131645656572,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.0293240610176965,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.9744179476077904,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.0424881163779247,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.5268201129676982,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.011119242336349,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.0313460139920289,31.622776601683793
4,3500,0.95,False,0,1000.0,True,1.2533986250854952,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.0672843939228471,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.6992129299856913,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.807891311566749,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.5925396765186122,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.3575875525991749,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.0241221077451569,31.622776601683793
4,3500,0.95,False,0,1000.0,True,0.2996345462062493,31.622776601683793
